age,income,gender_Female,gender_Male,target
0.8914137035674656,-0.7523160701652734,1.0,0.0,1
1.7627203311146127,-1.7710470155599267,1.0,0.0,0
0.22117783622350637,-0.5986261610749076,0.0,1.0,1
-0.7171523780580366,-0.3980679670142601,1.0,0.0,0
1.1595080505050492,0.01684720551452909,0.0,1.0,0
-1.186317485198808,-0.05952192887867122,0.0,1.0,0
-0.31501085765166104,-1.4669979384430731,1.0,0.0,1
0.8914137035674656,0.0494408859253342,1.0,0.0,0
-0.4490580311204529,1.9708026596308972,0.0,1.0,0
-0.18096368418286918,-1.6147400956336568,1.0,0.0,1
-0.9852467249956203,-1.1562873791984638,1.0,0.0,0
-0.9852467249956203,-0.057618648270740994,0.0,1.0,1
-0.11394009744847326,0.26284622408951075,0.0,1.0,1
0.6903429433642778,-0.6029085424427507,1.0,0.0,0
0.9584372903018615,-0.05952192887867122,0.0,1.0,1
-0.11394009744847326,-0.38807574382262644,0.0,1.0,0
-1.5214354188707877,-1.4020484876974542,1.0,0.0,1
-0.2479872709172651,1.7057708349766132,0.0,1.0,1
-1.5884590056051835,-0.01812557565618881,0.0,1.0,0
-0.11394009744847326,-0.30361766684572267,1.0,0.0,1
1.2265316372394452,-0.18038024748224055,1.0,0.0,1
0.2882014229579023,-1.4208433837007652,0.0,1.0,1
0.8243901168330697,-1.048752024850406,0.0,1.0,1
-1.5884590056051835,-0.7171053789185642,1.0,0.0,1
-0.31501085765166104,-1.5681097207393664,1.0,0.0,0
0.48927218316109006,-0.23367210450428688,1.0,0.0,1
-0.9182231382612244,1.3848301424643787,1.0,0.0,0
-0.2479872709172651,0.5385840021634022,0.0,1.0,1
1.2265316372394452,0.9173368431415171,1.0,0.0,0
-0.04691651071407734,-1.0689743813096646,1.0,0.0,0
1.5616495709114249,-0.4128183917257194,0.0,1.0,1
0.08713066275471451,0.7534168007835265,1.0,0.0,1
1.0924844637706534,0.7781594486866193,0.0,1.0,1
0.15415424948911044,1.7229003604479851,1.0,0.0,0
-0.6501287913236407,0.5088452426644925,1.0,0.0,1
-0.7171523780580366,0.8569076838397325,1.0,0.0,0
1.427602397442633,-1.1793646565696179,0.0,1.0,0
1.6956967443802167,1.292521032979763,0.0,1.0,0
1.2265316372394452,1.35342601243353,1.0,0.0,1
1.7627203311146127,1.494268777420367,0.0,1.0,1
-1.5214354188707877,-0.9571566455937639,0.0,1.0,0
0.7573665300986737,0.45317428488253336,0.0,1.0,0
1.6956967443802167,0.6002027118451433,0.0,1.0,1
-1.2533410719332039,-0.5234465770616638,0.0,1.0,0
-0.31501085765166104,-0.05952192887867122,0.0,1.0,1
-1.119293898464412,0.4926673574970855,1.0,0.0,0
0.8914137035674656,0.6137635861766462,1.0,0.0,1
-0.5160816178548489,1.916797072380877,0.0,1.0,0
-1.4544118321363917,-0.48966334627090224,1.0,0.0,1
-0.04691651071407734,0.9144819222296218,1.0,0.0,0
-0.7841759647924325,0.6611076912989104,1.0,0.0,1
1.6286731576458209,-0.06142520948660145,1.0,0.0,1
-1.119293898464412,-0.05952192887867122,0.0,1.0,0
0.020107076020318585,1.4364566289544862,1.0,0.0,0
-1.5884590056051835,-1.5093459319695206,1.0,0.0,1
-0.38203444438605694,1.0874425474752811,0.0,1.0,0
0.15415424948911044,-0.20797781629722883,0.0,1.0,1
1.427602397442633,0.7653123045830904,1.0,0.0,0
-1.2533410719332039,1.3346311164302191,1.0,0.0,1
1.2265316372394452,-0.42495180560127455,1.0,0.0,1
-1.186317485198808,0.4339035687272398,1.0,0.0,1
1.427602397442633,-0.029545259303770163,1.0,0.0,1
0.6233193566298819,0.29758109518423737,1.0,0.0,1
-0.7841759647924325,-0.49370781756275395,0.0,1.0,1
-0.5831052045892448,-0.5044137709823615,1.0,0.0,0
0.6903429433642778,1.257548251809045,1.0,0.0,0
1.6286731576458209,-0.7701593258646192,0.0,1.0,0
0.9584372903018615,-0.9283695263988193,0.0,1.0,1
-1.4544118321363917,1.8875341330339497,0.0,1.0,1
-1.5884590056051835,1.4024354880877334,0.0,1.0,1
-1.3203646586675999,1.2658751044687397,1.0,0.0,1
1.0924844637706534,-1.6623221108319126,1.0,0.0,0
-1.4544118321363917,-1.344712159383556,1.0,0.0,0
0.22117783622350637,0.08179665626014804,1.0,0.0,1
-0.5160816178548489,0.9485030630963746,1.0,0.0,0
0.020107076020318585,1.0194002657417756,1.0,0.0,0
1.2265316372394452,1.4914138565084716,0.0,1.0,1
0.556295769895486,-1.464380927607169,1.0,0.0,0
-1.0522703117300163,-1.0340016001389467,0.0,1.0,1
0.6903429433642778,-0.92480087525895,0.0,1.0,0
-0.7841759647924325,-0.5753109736277624,1.0,0.0,1
0.3552250096922982,-1.3792091204022914,0.0,1.0,1
1.4946259841770289,-0.05952192887867122,1.0,0.0,1
-0.7171523780580366,-0.25341864081156296,0.0,1.0,1
-1.186317485198808,1.2373258953497863,1.0,0.0,0
-0.7841759647924325,-1.5129145831093898,0.0,1.0,1
-0.18096368418286918,-0.9681005090893627,1.0,0.0,1
0.9584372903018615,0.9513579840082699,1.0,0.0,1
-0.31501085765166104,-0.022883777176014374,1.0,0.0,0
-0.6501287913236407,-0.0880711379976246,1.0,0.0,1
1.293555223973841,-1.4308356068923989,1.0,0.0,0
-0.5160816178548489,-0.9407408503503657,0.0,1.0,1
1.427602397442633,0.8423951692042645,0.0,1.0,0
-0.11394009744847326,0.87879541083093,0.0,1.0,0
0.020107076020318585,-1.653995258172218,1.0,0.0,1
-0.04691651071407734,0.642788615447582,0.0,1.0,0
1.293555223973841,1.103620432642688,1.0,0.0,1
1.0254608770362574,-0.05952192887867122,1.0,0.0,1
0.22117783622350637,1.6427246648389244,0.0,1.0,1
-0.7171523780580366,1.4814216333168377,0.0,1.0,0
1.293555223973841,-1.6168812863175783,1.0,0.0,0
-1.6554825923395795,0.12224136917866534,0.0,1.0,1
-0.04691651071407734,-0.42709299628519604,1.0,0.0,1
-1.2533410719332039,-0.06142520948660145,1.0,0.0,0
-1.119293898464412,-0.26697951514306584,1.0,0.0,1
-0.11394009744847326,0.9554024553001217,1.0,0.0,1
-1.6554825923395795,1.4985511587882099,1.0,0.0,1
1.2265316372394452,-0.5712665023359107,0.0,1.0,0
-1.186317485198808,-0.5895855781872391,0.0,1.0,0
-0.11394009744847326,-1.4139439914970182,1.0,0.0,0
-0.9852467249956203,0.7895791323342007,1.0,0.0,1
1.6956967443802167,-0.44231924114863785,0.0,1.0,1
-0.5831052045892448,0.5412010129993062,0.0,1.0,1
-1.186317485198808,-0.5032242206024051,1.0,0.0,0
0.6233193566298819,1.649148236890689,0.0,1.0,1
0.6233193566298819,-0.6469219065011371,1.0,0.0,1
0.48927218316109006,-0.9849921244847435,0.0,1.0,1
-1.387388245401996,-0.05952192887867122,1.0,0.0,1
1.0924844637706534,0.9033001486580318,0.0,1.0,0
0.8914137035674656,-0.8165517906829185,1.0,0.0,0
1.0254608770362574,1.198546552963208,0.0,1.0,1
0.15415424948911044,0.31114196951574025,0.0,1.0,0
-1.2533410719332039,-0.77586916768841,1.0,0.0,0
-1.119293898464412,-1.2664397443824256,0.0,1.0,1
-1.186317485198808,0.08417575702006082,1.0,0.0,1
-0.9182231382612244,-1.1227420584836936,0.0,1.0,0
0.556295769895486,0.03017016977004067,1.0,0.0,1
